,listing_id,id,date,reviewer_id,reviewer_name,comments,sentence,sentiment
63746,2130652,14474904,2014-06-20,15271538,Stephen,We really enjoyed our stay at Gil's and Tom's.  Thank you Tom for your restaurant suggestions.  The food at all of the establishments was great.  The Skillet Diner became our go to breakfast spot. Tom also suggested the Ballard Locks.  Really neat.  We love birds.  There were tons of them.  Especially the Great Blue Heron rookery across the way.  We stayed in the upper half of the house.  Nice and clean.  Simply laid out.  It was nice and quiet.  Free parking too.  I would definitely recommend Tom's and Gil's to others.  If we are ever back in Seattle we would definitely try and stay here again.,Simply laid out,0
67467,6249164,34994652,2015-06-14,33787565,Alexis,"This was my first Airbnb stay, and it was absolutely wonderful. Judith was so welcoming and really just made me feel like one of the family. If you are new to Seattle, she will give you tons of suggestions for things to do, places to go, and how to get there. The room was exactly as described and pictured; the house is very colorful and full of art, literature, and light. Their dog, Mocha, is very sweet and easy to make friends with. I highly recommend this host!",Their dog Mocha is very sweet and easy to make friends with,1
22597,1386306,11039879,2014-03-17,13059244,Gia,Lisa was very prompt in responding to my last minute request to stay at the Garden Room. She sent me a bunch of maps and directions and when I nevertheless got lost she drove and picked me up. I stayed with Mary (the garden room is in her house) for three days and she was a very friendly and helpful host. The room was clean and the bed was incredibly comfortable. Lisa and Mary invited me to enjoy hor d'ouvres and wine one evening with their friends and everyone was very welcoming. It was so useful to be able to rent Mary's bike as well since I could easily tour the neighborhoods without worrying about figuring out public transit. Thanks again for a great visit ladies!,Thanks again for a great visit ladies,1
34346,4782745,43258723,2015-08-18,24131469,Christina,"Karen's apartment is the perfect spot if you are travelling with your partner for a getaway in Seattle.  It is very clean, fully equipped and nicely decorated. You can tell she pays attention to detail. It is situated in the Capitol Hill area which has a lot of ambience and things to do at night. In spite of this apartment being away from any of the noise It's walking distance from really good restaurants and bars. We can honestly say that we felt like we lived there for the 3 days we stayed.",It is situated in the Capitol Hill area which has a lot of ambience and things to do at night,1
49990,4009295,30569827,2015-04-24,647184,Jason,"Eve & Michael's place is spacious and scrupulously maintained! The neighbourhood is great, and they made sure I had everything I needed for my stay. Would AirBnB again, aaa+++!",Eve  Michaels place is spacious and scrupulously maintained The neighbourhood is great and they made sure I had everything I needed for my stay,1
7145,2217257,46294400,2015-09-09,8825543,Jazmin,"I absolutely loved staying at the Casbah. It was lovely to come ""home"" after a day exploring Seattle instead of going back to a hotel. What I loved about this place even more so was that the style reflected my own personal style. The decor is eclectic, charming and very comforting. Sean supplied everything that we could possibly need. The location is also wonderful. We utilized both the light rail and the bus followed by a short walk to get to the apartment from the airport. This saved us about $40 on a taxi. The bus stop was about three blocks away but we ended up just walking everywhere. We found that we could get downtown in about 20-30 minutes. Also a few blocks away on Broadway St. (?) there are plenty of (website hidden) shops/grocery/etc. Definitely check out Taco Chuki's for some of the best tacos you will ever have. Americana also has a pretty good brunch. I would definitely recommend this apartment and would love to stay again. ",there are plenty of website hidden shopsgroceryetc,0
22382,5259194,36129262,2015-06-25,35421327,Michael,"We had a wonderful time staying with Louis and Kevin. We arrived in Seattle before our check-in time and they let us come by early and drop off our bags. When we got to the house they sat down with us, went over a few maps of the neighborhood and gave us the lay of the land. It was great to be able to sit down and pick their brains about where we wanted to go and the neighborhood spots they loved. We got a great breakfast/brunch recommendation and found out about an exhibit at the EMP museum that we would have found out about on our own. 

Great location, very walkable neighborhood, tons of closet space in our room! ",It was great to be able to sit down and pick their brains about where we wanted to go and the neighborhood spots they loved,1
30855,103466,16009831,2014-07-20,6703902,Christy,"The cottage was perfect. It was clean, nicely decorated and in a great neighborhood.  We stayed with our two children. It is located within short walking distance to the zoo, restaurants, and parks. The washer/dryer was a great bonus. Sonal was quick to respond to texts and the check-in process was easy with the lock box. ",It is located within short walking distance to the zoo restaurants and parks,1
50823,3251016,16099077,2014-07-22,15696252,J. Michael,"Desiree was a lovely and attentive host. Even before arriving, she sent a great description of the area. Upon arrival, she met us at the front door of the newly renovated bungalow and showed us all the features of the house; it was lovely--well furnished and immaculate.  Alki Beach is laid back with many restaurants within walking distance. Our family of five fit perfectly and we enjoyed the backyard's deck and fire pit.  Even the neighbors were friendly--the lady owning the house next door gave us a bag of freshly picked lettuce from her garden!  Thank you, Desiree!",Upon arrival she met us at the front door of the newly renovated bungalow and showed us all the features of the house it was lovelywell furnished and immaculate,1
48745,1159111,14779253,2014-06-26,14554715,Donna,"Easy check in and check out. Christine was unavailable during our stay but Johnny took care of us quite well. The apartment was very clean and tidy when we arrived and contained very comfortable furnishings, everyone fought to sit in the chair! We were thankful for the white noise machines in the lively neighborhood, which we loved - especially the 24 hour grocery store next to our building. The back porch was very comfortable and relaxing for those of us who smoked or just wanted to sit in a relaxing outdoor environment close to the apartment. We'd definitely stay here again!",Wed definitely stay here again,1
40542,5415077,43933057,2015-08-23,30307116,Katrina,"Wow, this apartment is INCREDIBLE! Very clean, great view, private bedroom and bathroom with toiletries stocked, and that location literally cannot be beat. After two days of walking miles and miles around the city, the hot tub in his complex was a perfect way to end our stay in Seattle. I am so glad we chose this place. We only met Greg briefly but he was awesome and incredibly welcoming. We couldn't have asked for a better stay!",We couldnt have asked for a better stay,1
9358,5175464,51944719,2015-10-25,4964293,Jeff,Awesome!  Had a great stay.,Awesome  Had a great stay,1
68813,63308,4021300,2013-04-03,4974887,Clint,Cozy studio in beautiful neighborhood. We had a great time and would definitely stay again when we visit Seattle. Very nice hosts.,We had a great time and would definitely stay again when we visit Seattle,1
20765,7481498,46523968,2015-09-11,11721951,Christine,"Heidi’s place is lovely. My co-worker/friend and I stayed there for 3 nights while we attended a conference at the “Hutch”—which was a short and pleasant walk away.  The photos give a good sense of the space—it was very clean throughout and so thoughtfully and eclectically decorated in a way that made me want to come home and re-do my whole now-boring house :)   We never met Heidi in person, but she was quick to reply with any questions and left really helpful notes about wifi, supplies,recycling, etc.  The lockbox was great—not only for easiest check-in and check-out—but really perfect for sharing space with another person who doesn’t necessarily have the same itinerary.  I will note, as other reviewers have, that the apartment is on a hilly street and up a bunch of stairs on top of that.  It made it a bit challenging for me (wearing an air-cast boot), but it was workable. One other note: from the larger bedroom, with the windows open, the highway noise might disturb a lighter sleeper (really didn’t bother me though). I will definitely look to stay at Heidi’s place again when I return to Seattle.",The photos give a good sense of the space—it was very clean throughout and so thoughtfully and eclectically decorated in a way that made me want to come home and redo my whole nowboring house    We never met Heidi in person but she was quick to reply with any questions and left really helpful notes about wifi suppliesrecycling etc,1
51997,1531458,43105220,2015-08-17,39167250,Lisa,"The pictures do not accurately represent this apartment.  It's Ok for one night, but uncomfortable for more than that.  The building is old and dirty, good location in a student area and walking distance to shopping and the university.  The best thing was that the host allowed us to check out late since we had a late flight.  The overall price including cleaning and Air BNB fees was quite high.  The bed was uncomfortable and difficult to crawl into in the tiny ""bedroom"" created out of a studio apartment with thin paneling.  The shower/bath was uncomfortable and ancient, with so little water that a real shower wasn't really possible.  Had trouble getting information about how to check in and use wifi.  The wifi didn't work very well - had to sign up with an external provider and was very limited in time allowed without paying extra.  There was supposed to be an online manual to the place, but I couldn't ever find it on air bnb. ",The wifi didnt work very well  had to sign up with an external provider and was very limited in time allowed without paying extra,-1
38061,1790020,36150607,2015-06-25,36289987,Adam,"Great view. Loved the balcony. Clean, easy access. Worked out well! Thanks again. ",Loved the balcony,1
8074,5299060,36681512,2015-06-30,32444485,Srishti,"Dan was very flexible with our timings and a great host, he also provided great recommnedations for our first time visit to Seattle. Bakery Nouveau was one of the excellent suggestions! The place is clean, cozy and convenient. Highly recommended! :) ",Dan was very flexible with our timings and a great host he also provided great recommnedations for our first time visit to Seattle,1
1798,208356,10184605,2014-02-04,11383820,Leela,"Great place to stay! Loved everything! It was so easy to get to everything King Street station, Light rail from the Airport, and Downtown. Cute little cafe up the road and restaurants all around. My room was clean and so cozy as was the bathroom! I would definitely stay here again. Jaq and Dirk were so easy to contact and got back to me pretty much instantly! Loved it thank you so much! ",Jaq and Dirk were so easy to contact and got back to me pretty much instantly Loved it thank you so much,1
69623,430610,49253667,2015-10-02,43940813,Rakesh,"We stayed at Seth's place while in Seattle to drop our son to the university and loved every bit of it. Google maps give an accurate direction to the flat. We arrived a bit early and Seth was kind enough to allow us to keep our luggage in the garage while flat was being cleaned up and informed us as soon as the flat was ready. The flat is exactly as seen in pictures. The location is excellent and very central, a few minutes walk to Burke trail, Wallingford Ave and Fremont. University is 30min walk or best by bike in 10mins. Beds were very comfortable and kitchen and toilets were well supplied. We were able to log in to Netflix and enjoy the big TV, so never a dull moment. For few days we were 6 people staying and it was very comfortable. Overall a great experience. Only two things one needs to be aware, if one is averse to climbing stairs this place may be inconvenient. Also if you are bringing in a big car the garage slope is steep. Though street parking is easily available. Thanks Seth looking forward to visiting again.",Google maps give an accurate direction to the flat,0
5764,226495,27947814,2015-03-15,27864567,Anne,Apt was as nice as pictured. Plenty of hot water and towels. Close to our family living in Ballard.,Apt was as nice as pictured,1
4761,4593740,37285050,2015-07-06,13443980,Kathy,The apartment was clean and lovely inside. Great location. Shellie and Rohn were great hosts- friendly and helpful. Would highly recommend this place to anyone.,Would highly recommend this place to anyone,1
38132,3379116,30131295,2015-04-18,9583489,Michael,"Jill made it very easy for us to check in and accommodations were perfect. The place looks just as beautiful in person as in the pictures and yes there are real chickens and you can have their eggs for breakfast.
The house is VERY close to downtown and Pike's Place (about 5 min drive).  
One tidbit that isn't mentioned, the house is within walking distance of the cemetery that Bruce Lee is buried in.
We had a blast and when we return to Seattle we will be sure to check if this place is available first.",One tidbit that isnt mentioned the house is within walking distance of the cemetery that Bruce Lee is buried in,0
77068,2692126,53897782,2015-11-14,46719399,Huong,"This was a 1st AirBNB experience for my boyfriend and I. Kelly (and the place) blew away any apprehensions.  Prior to the trip, Kelly was quick to answer minor questions regarding availability of amenities and checked in with us during our stay, which was very kind. We stayed a full week and despite the chilly rainy November weather, did a lot of Seattle tourism. This apt in Queen Anne was ideally located for us to walk to/from downtown -- occasionally taking the bus when it poured.  Each night, we loved being able to come back to Kelly's place to relax. The neighborhood was very peaceful and safe.  Bed was  comfortable. Entire apt is tidy, modern, and spacious enough for us both. It was really nice to have separate kitchen / living room area and bedroom instead of a smaller cramped hotel room which would've cost more! We really appreciated the extra space.  Access to Laundry room was superb. Allowed us to do a load mid week which saved on packing extra clothes.  We would highly recommend this listing to anyone visiting Seattle!",Bed was  comfortable,1
26876,544433,29157956,2015-04-05,14239348,Alexandra,"Serina was fast to respond, extremely flexible, thorough, and very kind with words. We booked our trip well in advance and had absolutely no trouble when contacting her a week before our arrival. We arrived a bit late in the evening and weren't able to meet her right away, but were able to meet a day later when she had to come in to reset the wi-fi. She made sure to email me asking what time worked best for us for her to come by, was on time, and prompt!

The space is exactly as pictured. Very clean for an older building with new floors, cabinetry, and appliances. We stayed for a week and it was extremely comfortable and perfect for my boyfriend and I. 

There is no cable but she has a fun set of DVDs readily available. It's very close to the water, to the Olympic Sculpture Garden (gorgeous with gorgeous views), and next to many public transportation stops. Do be prepared for walking though! Great 15-20 minute walk to the Pike Place Market... So worth the walk through Lower Queen Anne, Belltown, and Downtown Seattle.

Very much loved our stay and will be returning. Thank you so much Serina and family!",We stayed for a week and it was extremely comfortable and perfect for my boyfriend and I,1
23522,6832592,45387659,2015-09-02,18978182,Paula,"We loved Mike & Michelle's darling home. Everything was perfect! The home was well stocked with supplies, condiments & treats. The furniture & beds were very comfortable, the closets & chests were spacious. We had fun exploring the neighborhood, great shops, restaurants & a grocery store. We highly recommend this home. Mike & Michelle were very conscientious hosts!",The furniture  beds were very comfortable the closets  chests were spacious,1
2850,2670365,48189325,2015-09-24,10258121,Craig,"Wonderful house. Spotless, organized, stylish, clean. In a very green neighborhood of big old beautiful homes. Easy parking. Near a great park and neighborhood cafe. Matthew is a great host - professional and knowledgable of Seattle and Portland. Would return again hands down. Great access in the Capitol Hill area.  Lovely bed to sleep on. Thanks Matthew!",Would return again hands down,1
25493,6416765,53601427,2015-11-10,22498593,Al,"Kevin was very easy to work with.  We were a little disappointed in a few things associated with the townhouse:
1.  Location was difficult to find.  Entry was off an alley which was never communicated to us.
2.  Townhouse was pretty stark - no rugs as shown in the pix, no hand towels, no instructions for the TV or the fireplace.  Kevin responded when we called him, but we shouldn't have to call him.
3.  Location is not ideal.  Must use transportation to get anywhere - cannot walk to anything worthwhile.
4.  No shades on windows - no privacy from neighbors which are very close.
5.  Off street parking is available, but not very welcoming when it is raining.",Location was difficult to find,-1
80181,365550,18660490,2014-08-30,13893673,Jonathan,"We enjoyed our stay at D&J’s apartment in Seattle.  Check-in was fast and easy (key box), which allowed us flexibility for a late arrival.  The apartment was clean, and consistent with the description.  Highly recommended for it’s convenience to the train station.  We were able to make our early 7:20am train (Amtrak Cascades to Vancouver) without any problems.  We ran into Dirk and his dog on our way out, and found him very friendly and excited to help us.",We enjoyed our stay at DJ’s apartment in Seattle,1
76792,1432713,45774216,2015-09-06,33893509,Catherine,Z's apartment was the perfect place to stay during our short trip to Seattle. Z gave us the warmest welcome upon our arrival. He had lots of interesting stories from his experiences locally and abroad. It's a shame we didn't get to stay longer to take advantage of his many suggestions for food and activities around Seattle. The apartment reflected his personality - very interesting and welcoming. Would love to stay again if ever in Seattle. Thanks again Z!,The apartment reflected his personality  very interesting and welcoming,1
66448,3959460,43230616,2015-08-18,34488392,Rachel,"This was the perfect place our 6 day vacation in Seattle! Beth and family were perfect hosts and made us feel welcome. Our two young children loved playing in the little nook and it was very convenient to be able to use the kitchen to make some of our meals, as well as to use the small washer/dryer. It was unusually hot a couple of the days, but the fans provided helped. The location was great and we walked several times to eat on Greenwood. We definitely would stay here again. ",This was the perfect place our 6 day vacation in Seattle Beth and family were perfect hosts and made us feel welcome,1
71509,2970666,33986324,2015-06-03,29234250,Pam,"Autumn was so helpful and informative. The condo was everything we expected, great views, clean, modern and within walking distance to tons of fabulous restaurants and shops! Bus stops were close as well. We felt like residents of Capitol Hill, strolling to the grocery and even cooking for our son whom we were visiting. We will stay here again! You made our first trip to Seattle delightful.",We will stay here again You made our first trip to Seattle delightful,1
69223,1450262,17274493,2014-08-10,16067775,Lisa,"This house was perfect for our needs. It is lovely and in a wonderful quiet neighborhood. We were an easy drive away from downtown but did not have to be in the constant crowds.  There are tons of restaurants within 10 minutes of the house.  The house is very nicely designed and furnished. Everything is classy as well as comfortable. The kitchen is amazing.  The master bedroom is quite large with a beautiful bathroom.  The second bedroom is smaller but very nice. 

Sarah was a very attentive host and made sure we had everything we needed. When we come back to Seattle, I will definitely try to rent this house again. I highly recommend it.  ",There are tons of restaurants within 10 minutes of the house,1
60037,4757025,36767326,2015-07-01,19745914,Andrea,"What a wonderful rental. I stayed here with my partner and his parents for two nights. Ella has gone above and beyond all expectations. Her house is clean and inviting, with adorable decor and a beautiful garden. Everyone was impressed and commented on how nice everything was. From the luxurious bed linens, selections of coffee and tea, to the abundance of high end toiletries, we felt like we were in a boutique hotel. And the location was perfect for our needs; we were close to downtown, but in a cute a quiet neighborhood. Thank you Ella, for being such a good host!",Everyone was impressed and commented on how nice everything was,1
14014,1914051,48518327,2015-09-27,28657711,Maris,"Amazing location and beautiful place! We so enjoyed our time at your place. The location was perfect and so convenient to everything that we were doing in Seattle. Your condo was roomy and so lovely - we really felt at home. Thank you for your promptness to all questions - it was very helpful and appreciated! Wonderful host, wonderful experience!!",Your condo was roomy and so lovely  we really felt at home,1
57213,3031415,38977722,2015-07-20,26307702,Laura,"Blair was courteous, helpful and quick to respond to questions.  The home was beautifully clean and well stocked.  My entire family enjoyed our stay.",My entire family enjoyed our stay,1
16196,910784,48678904,2015-09-28,32996820,Glenda,"Brian and Nate were great to deal with.  The location was fantastic, so close to downtown.    There were 4 of us staying there, and we had plenty of room and a very comfy sleep.   
 ",There were 4 of us staying there and we had plenty of room and a very comfy sleep,1
32321,7430926,43398770,2015-08-19,37743341,Kelsey,"Our stay at Audrey's exceeded everything we had been hoping for. She was very accommodating and even periodically checked in on us via text to ensure that our stay was going well. She even left a bouquet of flowers for us upon arrival! The apartment itself was beautiful, modern, welcoming, cozy, extremely well-kept (and stocked with the necessary toiletries!), and true to its photos. I must also mention that the queen sized bed was one of the most comfortable that I have ever slept on out of all my times of travel. The location was ideal, as it was only about a 10 minute drive to many sightseeing locations. We are so thankful for her hospitality and hope to be able to stay here again during future visits to the beautiful city of Seattle. ",I must also mention that the queen sized bed was one of the most comfortable that I have ever slept on out of all my times of travel,1
22412,5259194,48082810,2015-09-23,38647686,Andy,"Both Kevin and Louis (and the cats) were very friendly and also helpful, with local recommendations regarding Volunteer park and a local (vegan) place to eat. The house is lovely with some great art work to look at. It is in a great location, walkable to downtown and near lots of interesting places around Capitol Hill. ",Both Kevin and Louis and the cats were very friendly and also helpful with local recommendations regarding Volunteer park and a local vegan place to eat,1
13283,1750010,16096353,2014-07-22,7637339,J.J.,"Grace was a great host and very responsive! She made check-in and check-out very easy. 

The house was spacious and a very comfortable place to spend the week. Thanks so much!",Thanks so much,1
69597,430610,20246862,2014-09-26,1255936,James David,"Seth was the perfect host--everything was smooth and easy. The check-in process was simple--a lock box on the door--and the information packet Seth provided was comprehensive and answered all our questions. The house was just as described--clean, modern, well-appointed, and had everything we needed for a pleasant stay. the roof deck was the real highlight--the views were fantastic and the furniture perfect for lounging and enjoying the sun. We easily found parking on the street, but we could walk to a number of shops and great restaurants in the neighborhood. The location made for a quick drive into downtown--10 minutes across the bridge and we were right in the middle of all the sights. We would definitely stay here again!",We would definitely stay here again,1
2722,108765,3794010,2013-03-15,5424716,Carole,This was a perfect situation for me. I loved the Cottage and the lovely garden setting. Mary is terrific. Her passion for people and generous hospitality was a delight to experience. Will return every chance I have.,Will return every chance I have,1
36469,5607404,40888758,2015-08-03,29181976,Marshall,The 2 BR Townhouse was nice. There was a problem with parking as described. The parking in the covered area as too steep and the front needs work in order for the front end of the car not to scrap the broken pavement. Also the house was clean but the coffee maker had coffee grounds that had been left and were molded. Also the vent fan in the upstairs bathroom was not used because when on it smelled like something was burning. The host was communicative and did respond when had trouble with parking but there was not enough parking on the street. Also there was washcloths left in the washing machine the we had the dry them because there were not enough washcloths in the bathroom. I do feel like the host put a lot of work into renovating the townhouse and there were a lot of great finishes as described. The picture of the front of the townhouse looked different then actually what was there. The bushes out front were over the sidewalk and needed to be cut back if you were to go in the front door. Even though I have mentioned a lot of items the home was close to everything and was quite. I would consider staying there again but I do think there are a few items as mentioned that needs to be worked on. Thank you for letting us use your home.,The picture of the front of the townhouse looked different then actually what was there,1
15198,1252740,15422412,2014-07-08,17042480,Harold,"Durwood is a wonderful host.  The room was very clean, and the attached bathroom was clean and nicely decorated.  Durwood answered every question and made me feel right at home.  Given this was my first experience with Airbnb, I will say I thoroughly enjoyed my stay.  The home is next to downtown Wallingford, very convenient to downtown or the university.  Restaurants are close by, and Durwood was happy to point me in the right direction.  Durwood responded to all my text messages right away.  I couldn't have asked for anything more.  ",I couldnt have asked for anything more,1
33905,251922,1516972,2012-06-19,133432,Lisa,"The West Seattle neighborhood is great. It is friendly and quiet but you are very close to shopping and dining. The house is cozy, comfortable and very clean. The kitchen is very well equipped if unlike to cook. Ed was always available to answer questions.  I would definitely stay here again.",Ed was always available to answer questions,1
42017,703058,38586467,2015-07-17,30078098,Adrienne,"Craig was an absolute delight to deal with!  He was full of helpful suggestions and always available to help out.  I love antiques and all things vintage, and this house definitely did not disappoint.  It was charming and bright with lots of personality.  My mom and I enjoyed spending lots of time on the front porch.  Craig suggested a restaurant (that has a bar) less than a 2 minute walk away which was great when we wanted an adult beverage.  The view from Wallingford Avenue is absolutely spectacular - the Seattle skyline is what you'll see.  The location is perfect with a short ten minute ride to downtown Seattle for those interested in seeing all that it has to offer.  Overall, I enjoyed my stay - thanks for everything Craig!",My mom and I enjoyed spending lots of time on the front porch,1
42864,458189,6908354,2013-08-29,6448635,Brian,"Chris was the consummate host, the house/room were in pristine shape and well-stocked, and the house is in the perfect Capitol Hill location.  Despite a SNAFU with the mobile app that auto-booked me during a family weekend at his place, he still made us feel right at home, and even introduced us to the rest of the fam.  I enjoyed the place so much I recommended it to my ex-wife and her new boyfriend.  That sounds like a slam, but it's not - we get along great.  I said ""You gotta go here!"", and according to her, she will be very soon.  :-)",Chris was the consummate host the houseroom were in pristine shape and wellstocked and the house is in the perfect Capitol Hill location,1
35714,535300,48209896,2015-09-24,43199482,Amélie,"The room was even better than its description on the website and everything had been perfectly arranged by Dee and Adam. All the necessary information was laid out in a booklet and everything was super clean. I did not expect that the room would be this private so I would greatly recommend this place to people who are looking for privacy and calm. At the same time, Dee and Adam are both very welcoming and nice people and will happily give any advice on their neighbourhood and Seattle. Plus the location is easy, close to bus stops and cycle hire stations. An amazing experience overall and for a very good price! Bonus: the washing machines available and the TV with old movies! ",Plus the location is easy close to bus stops and cycle hire stations,1
83524,3916050,44614255,2015-08-27,42079673,Santiago,Lisa was an awesome host. The place was quaint and quiet. Just as posted. You got some great places to eat nearby and public transportation access. Had a great experience.,You got some great places to eat nearby and public transportation access,1
2365,8518308,54112693,2015-11-16,42937880,Felicia,"Goran was really welcoming and very responsive to all of our communications. His apartment was inviting and a pleasure to stay in. The perfect place for a relaxing weekend. Overall a cool guy with a cool apartment.

As an added bonus, Kerry park was only a few blocks away and a great spot for an amazing view of the city (or people watching if that's what you're into)!",His apartment was inviting and a pleasure to stay in,1
56817,794633,12761196,2014-05-10,14855644,Danielle,"This was an excellent place to stay!!  Decor was upbeat,comfortable,and accommodating in every way.  Having the private entry behind the main house was easy.  My husband and I were visiting our son and this was close to his apartment and close to a great part of Madison.  We only booked for 2 nights before going to stay on Orcas Island for a few days and we were very disappointed not to be able to stay our last 2 nights in Seattle.  I loved the landscape!!  I am a gardener from Mississippi and I was very excited to see all the different plants in the garden around and behind this unit.  I will try to book this unit when we return for our next visit if our son is still in the area. Just for comparison: we stayed at Hotel Max our last 2 nights and it did not compare. ",I loved the landscape  I am a gardener from Mississippi and I was very excited to see all the different plants in the garden around and behind this unit,1
75336,1593991,43412308,2015-08-19,27678978,Leighton,The host canceled this reservation 22 days before arrival. This is an automated posting.,The host canceled this reservation 22 days before arrival,-1
18422,26116,33905660,2015-06-02,753818,Wesley,"This is the most beautiful spot on an incredible street right in the heart of Capitol Hill! The apartment is kept immaculately clean, and looks exactly like the pictures. My parents and brother stayed here on their first visit to Seattle and absolutely loved it! Walking distance to everything in Cap Hill, with an amazing grocery store just one block away. Jamilah is so gracious, and made sure we had everything we needed. Highly recommend this spot, you won't regret it.",This is the most beautiful spot on an incredible street right in the heart of Capitol Hill The apartment is kept immaculately clean and looks exactly like the pictures,1
41868,4085439,27119998,2015-02-25,28136297,Peter,The reservation was canceled 23 days before arrival. This is an automated posting.,The reservation was canceled 23 days before arrival,-1
70564,7178490,44957200,2015-08-30,40309446,Steve,"This place was a mixed bag for my particular stay. The description is accurate, but we had some issues. Consider this a very subjective review.

The main thing was the spiders that strung webs across the walkway around the house all day every day. A couple of times we narrowly avoided huge spiderwebs in the face; every other time we cleared it out with a broom handle before trying to walk through. Six hours later there'd be another one. Yes, this is life in Planet Earth sometimes. But it was still not fun.

The mattress was (in my opinion) very firm, so I didn't sleep very well.

Other than those two things it's a nice place!

We got around mostly by bus. It seemed about as accessible as anywhere else in Seattle, in that you have to transfer downtown to get anywhere from anywhere. There is a bus stop nearby. There are also quite a few coffee/brunch/general food options within close walking distance.",It seemed about as accessible as anywhere else in Seattle in that you have to transfer downtown to get anywhere from anywhere,1
50470,3200646,16425408,2014-07-27,4356300,Edward And Amelie,"Jay has a warm handshake and a soft, big voice.  His is a personality that fits the cozy warmth of the wooden caravans he's built in their backyard.  We (Ed and Amelie)  occupied the Spruce Caboose for three nights.  I was initially concerned about being so close to busy 15th, but there was no problem with noise.  The caboose is also water-tight and well-ventilated, both necessities in the unpredictable Seattle summer climate.  There was also protected WiFi from the wagon. The shared bathroom and living area inside the house operated very smoothly, like the cleanest, quietest hostel I've ever seen.  We'd wake up to golden sunshine filtering in through the stained glass windows, roll off the bunk, walk across the lawn, and say ""hello"" to the adorably shaggy-eared rabbit in the hutch by the garden.  Going inside the Dutch backdoor, we'd wait no longer than a polite 15 minutes (but usually not at all) for the shower, enjoying a coffee or tea in the swinging chair in the backyard.  Loads of clean towels, color-coded by caravan, were stacked daily in the bathroom cabinet, and on the wall were drying hooks a-plenty.  Staying at Jay and Maggie's place felt like staying at the castle of West Wheeler.",His is a personality that fits the cozy warmth of the wooden caravans hes built in their backyard,1
33496,3441402,42253507,2015-08-12,31105365,Andrea,"Jessica was very prompt with communication which was nice since this was my first time utilizing Airbnb and I wasn't sure what to expect. The cabin was actually larger than we had anticipated and the full-sized kitchen was great! We were able to purchase food from a local grocery store (there are several close by) and save money by making meals onsite. The neighborhood was very quiet for being in a large city - we didn't hear any neighbors or traffic noise. The location was nice because it was close to restaurants/grocery stores and not a bad trip into Seattle, even during rush hour. Jessica was very accommodating and understanding when we had to check out a day early due to an unforeseen medical issue. We would definitely recommend the cabin for visitors to the Seattle area.",Jessica was very prompt with communication which was nice since this was my first time utilizing Airbnb and I wasnt sure what to expect,1
66374,4318031,28752555,2015-03-29,29696446,Joe,"Jeffery is awesome!  He has the place set up and ready to go for you, and  its super clean.  He even gets things for you to make for breakfast which is awesome, he just asks you what you like, then its there upon check-in.
Apartment is small and cozy, and the building is super quiet.  Bathroom has a super deep tub for a nice long soak, and the whole place gets a lot of sunlight from all the windows.  
The location couldn't really get much better.  First off, it's a 5min walk to the Space Needle, and about 10-15min walk to Pike Place, with Pioneer Square being accessible by foot as well, with all the awesome things to do in between(Jimi Hendrix Museum, Underground Tours, etc.).  Secondly, the neighborhood of Belltown is awesome.  A ton of awesome little places to eat amazing food at with killer cocktails, and it's super quiet and safe, i.e. no creeps wandering around.
All in all, I definitely recommend this spot, and recommend Aunt Sally's.  I'll stay here again next time I come to Seattle.  ",All in all I definitely recommend this spot and recommend Aunt Sallys,1
72046,5183938,50812135,2015-10-14,45943722,Teresa,"Great location, wonderful neighborhood and close enough to Pike's Market to enjoy that area also. Our hosts were great, very quick to provide us with what we needed, within an hour, actually. ",Great location wonderful neighborhood and close enough to Pikes Market to enjoy that area also,1
26331,1696015,28034405,2015-03-16,639943,Shari,"We had a family gathering in Seattle and while my husband and I live on the Olympic Peninsula, it was too far to be traveling back and forth daily.  
This home was a great solution for us and we very much enjoyed our stay.
Our contact was Mary, the receptionist for the owner and she did a wonderful job of communicating promptly and answering any questions that came up.
The location is wonderful being right on the waters edge of Puget Sound.  The sight, sound and smell of the sea was charming and soothing.
The property is a very well equipped and a somewhat quirky older home.  It is actually two stories and there are 29 stairs to walk down to access the home.  This is something to consider if you have seniors as we did.  Someone in a wheelchair would not be able to get to the house at all.  I had forgotten to inquire so no fault to the owner.  And fortunately, our seniors where able to negotiate the stairs.
On the first floor is a very well stocked kitchen, something I greatly appreciated!  All the cookware, dishes, glasses, toaster, silverware, and knives, enough to cook for a group, which we did.  There was also one bedroom and a bath on that floor. As well as a large open dining room/living room with wide open views of the water as well as a fireplace and wood provided too!   In addition, there is access to a deck on two sides of the first floor.
On the lower level are another bathroom and two bedrooms.  There is a door through one of the bedrooms which allows access to the beach and a sitting area with a fire pit surrounded by several aderondack chairs.  Wish our stay had been longer to have been able to use it.
If you are looking for new and contemporary this is not the place.  If on the other hand you enjoy charming, quirky and older, then this might be the location for you.
One other thing I should mention is that the area where this home is located is down a secluded road with only one way in or out and there is parking for only one vehicle.  There is more parking on an adjoining street about a half block away.
All in all, we very much enjoyed our stay and would recommend this home.",Someone in a wheelchair would not be able to get to the house at all,-1
65268,6215199,42681317,2015-08-15,12777216,Jamie,"We had a great time at the house! It had everything we needed for fun. The location was great, the backyard and grill were fun for a relaxing evening. Our little one even found a few toys to play with. I highly recommend this place!",Our little one even found a few toys to play with,1
